Product(original_price=24.0, new_price=11.0, offer_percentage=0, item_name='Hand Grip', item_link='https://minutes.noon.com/saudi-en/now-product/ZFA921E324DA4DA8418D3Z-1')
Product(original_price=99.0, new_price=40.0, offer_percentage=0, item_name='Fixed Wall Mount TV Bracket For 17-50 Inches LED LCD Plasma Flat Screen', item_link='https://minutes.noon.com/saudi-en/now-product/Z52C68B35723626FE9D96Z-1')
Product(original_price=289.0, new_price=87.75, offer_percentage=0, item_name='Hearing Aid HA50', item_link='https://minutes.noon.com/saudi-en/now-product/Z645701DC1F0B169CA719Z-1')
Product(original_price=255.3, new_price=95.0, offer_percentage=0, item_name='Badee Al Oud', item_link='https://minutes.noon.com/saudi-en/now-product/Z51EB37B32CA7123151DDZ-1')
Product(original_price=36.0, new_price=21.6, offer_percentage=0, item_name='Scandaleyes Waterproof Kohl Kajal Pencil Eyeliner 1.3 g', item_link='https://minutes.noon.com/saudi-en/now-product/Z302C921F7192A34C0784Z-1')
Product(original_price=58.0, new_price=27.55, offer_percentage=0, item_name='Daily Care Tape Size 2 Small Diapers 4-6 Kg', item_link='https://minutes.noon.com/saudi-en/now-product/ZE5CAF0EA9101E74FFFE2Z-1')
Product(original_price=18.5, new_price=5.0, offer_percentage=0, item_name='Mini 4 Sheet 192 Emoji Smiley Face Whatsapp Scrapbooking Stationery Sticker Set', item_link='https://minutes.noon.com/saudi-en/now-product/Z3066C79E6C2A913F4D0AZ-1')
Product(original_price=60.0, new_price=31.6, offer_percentage=0, item_name='Argan Oil Leave-In Conditioning Repair Cream', item_link='https://minutes.noon.com/saudi-en/now-product/Z70BDCA0685ED7127331DZ-1')
Product(original_price=299.0, new_price=176.0, offer_percentage=0, item_name='533 Power Bank PowerCore IQ 3.0 Portable Charger With PD 30W', item_link='https://minutes.noon.com/saudi-en/now-product/ZAFAF90EEB756B2CF18FCZ-1')
Product(original_price=349.0, new_price=110.0, offer_percentage=0, item_name='Marine Collagen Dietary Supplement - 120 Capsules', item_link='https://minutes.noon.com/saudi-en/now-product/ZA7FEF20440050AFB3653Z-1')
Product(original_price=795.0, new_price=296.9, offer_percentage=0, item_name='Flora Gorgeous Gardenia EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z1755FCFECB749CC60BAAZ-1')
Product(original_price=161.0, new_price=85.25, offer_percentage=0, item_name='Pack Of 2 Baby Natural 3.0 Feeding Bottle 125 ML - White', item_link='https://minutes.noon.com/saudi-en/now-product/Z84E16B9EC21260F544F4Z-1')
Product(original_price=70.0, new_price=23.25, offer_percentage=0, item_name='Cold EDT', item_link='https://minutes.noon.com/saudi-en/now-product/ZB29089BBC9ACD1510D7EZ-1')
Product(original_price=420.0, new_price=220.4, offer_percentage=0, item_name='L.12.12 Blanc-Pure EDT For Men', item_link='https://minutes.noon.com/saudi-en/now-product/ZF7792F25487ACD9CDFA1Z-1')
Product(original_price=288.0, new_price=70.0, offer_percentage=0, item_name='Steam Iron 1500W Handheld Steamer Garment Steamer for Clothes Portable Iron Steam with Strong Penetrating 280ml', item_link='https://minutes.noon.com/saudi-en/now-product/Z6389092D55048B6EB4EAZ-1')
Product(original_price=299.0, new_price=73.9, offer_percentage=0, item_name='Smart Watch 220 mAh Smart Watches for Men Smartwatches with Bluetooth Make/Answer Calls Multi-app Message Reminder Multi Language Fitness Watch Compatible Android iOS', item_link='https://minutes.noon.com/saudi-en/now-product/Z0D1310AC0B394B92C0C9Z-1')
Product(original_price=107.0, new_price=52.5, offer_percentage=0, item_name='Air Mat 24H Foundation 30 ml', item_link='https://minutes.noon.com/saudi-en/now-product/Z2EDF327834B94A53BDBBZ-1')
Product(original_price=21.75, new_price=7.65, offer_percentage=0, item_name='Yellow Label Black Loose Tea', item_link='https://minutes.noon.com/saudi-en/now-product/Z33C3620083367D99A42DZ-1')
Product(original_price=198.0, new_price=76.7, offer_percentage=0, item_name='Seductive Homme EDT', item_link='https://minutes.noon.com/saudi-en/now-product/ZC8E65A871E940FDA4E57Z-1')
Product(original_price=165.0, new_price=79.0, offer_percentage=0, item_name='Pack Of 2 Baby Natural 3.0 Feeding Bottle 260 Ml - White', item_link='https://minutes.noon.com/saudi-en/now-product/Z9DA54FCF216A6B97124BZ-1')
Product(original_price=60.0, new_price=29.95, offer_percentage=0, item_name='Daily Care Pants Size 4 Large Diapers 9-14Kg', item_link='https://minutes.noon.com/saudi-en/now-product/ZF64FF3D4BD2CA54E6FAFZ-1')
Product(original_price=480.0, new_price=238.25, offer_percentage=0, item_name='Eros Flame EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZC93AA37C295E1D2B79B9Z-1')
Product(original_price=349.0, new_price=187.05, offer_percentage=0, item_name='Marine Collagen Dietary Supplement - 120 Capsules', item_link='https://minutes.noon.com/saudi-en/now-product/ZDA1F8ED89AC96BE3B245Z-1')
Product(original_price=359.0, new_price=189.0, offer_percentage=0, item_name='Rechargeable Wet/Dry Beard & Hair Trimmer, 12 Cutting lengths, 1 hours full charge,40 min use- ER2051', item_link='https://minutes.noon.com/saudi-en/now-product/ZB589863E92F5C0158A5EZ-1')
Product(original_price=980.0, new_price=549.0, offer_percentage=0, item_name='Newest T14 Laser Painless Fast Hair Removal 3℃ Cold Compress/5-Levels/500000 Pulses', item_link='https://minutes.noon.com/saudi-en/now-product/Z5EB6AC04FF0145A169FAZ-1')
Product(original_price=25.0, new_price=7.7, offer_percentage=0, item_name='Moisturizing Sunblock', item_link='https://minutes.noon.com/saudi-en/now-product/Z70BA8ED30BA49A9E6658Z-1')
Product(original_price=245.65, new_price=99.0, offer_percentage=0, item_name='7-Piece Professional Hair Dryer Set，2300W', item_link='https://minutes.noon.com/saudi-en/now-product/Z4E90D443900BFDDB3963Z-1')
Product(original_price=6.0, new_price=3.25, offer_percentage=0, item_name='Tomato Ketchup Regular', item_link='https://minutes.noon.com/saudi-en/now-product/Z053B0472FFEEBFB74941Z-1')
Product(original_price=23.0, new_price=12.7, offer_percentage=0, item_name='Confetti Blaster Decorative Party Popper Confetti Blaster For Creative Celebration', item_link='https://minutes.noon.com/saudi-en/now-product/ZEEB52C71A5ADC0DF3AC8Z-1')
Product(original_price=46.5, new_price=24.05, offer_percentage=0, item_name='Ultra Doux Nourishing Hair Food', item_link='https://minutes.noon.com/saudi-en/now-product/Z3F704231B9983AE1DBA1Z-1')
Product(original_price=53.0, new_price=29.35, offer_percentage=0, item_name='LED White Light Bedroom Table Lamp Combination', item_link='https://minutes.noon.com/saudi-en/now-product/Z7E9BA67FF0C4748A5A96Z-1')
Product(original_price=58.55, new_price=20.0, offer_percentage=0, item_name='Electric Air Blower', item_link='https://minutes.noon.com/saudi-en/now-product/Z8BF4A2EDA21C1C909DB8Z-1')
Product(original_price=47.0, new_price=21.05, offer_percentage=0, item_name='Fit Me Matte & Poreless Powder', item_link='https://minutes.noon.com/saudi-en/now-product/Z571A249B1DA35D9B12F9Z-1')
Product(original_price=32.0, new_price=19.2, offer_percentage=0, item_name='Professional Eyebrow Pencil 001 –', item_link='https://minutes.noon.com/saudi-en/now-product/Z73B55951E304688FD872Z-1')
Product(original_price=86.95, new_price=44.95, offer_percentage=0, item_name='Prodigy Permanent Oil Hair Color', item_link='https://minutes.noon.com/saudi-en/now-product/ZF8B7559E5ABFD136069FZ-1')
Product(original_price=27.25, new_price=16.35, offer_percentage=0, item_name='Captain Deodorant Body Spray For Freshness', item_link='https://minutes.noon.com/saudi-en/now-product/ZC1C6CA26F8AAAFD62A27Z-1')
Product(original_price=28.0, new_price=9.75, offer_percentage=0, item_name='Lash And Brow Gel Mascara', item_link='https://minutes.noon.com/saudi-en/now-product/Z3BE8F83763FB1C767ED2Z-1')
Product(original_price=26.65, new_price=13.35, offer_percentage=0, item_name='Shower Gel Amber', item_link='https://minutes.noon.com/saudi-en/now-product/Z3377B1FD44D6E0B5CB0CZ-1')
Product(original_price=170.0, new_price=68.8, offer_percentage=0, item_name="Bade'E Aloud Amethyst EDP", item_link='https://minutes.noon.com/saudi-en/now-product/ZF809BF8063FF5D7206B9Z-1')
Product(original_price=15.1, new_price=9.05, offer_percentage=0, item_name='Anti-Hair Fall Shampoo', item_link='https://minutes.noon.com/saudi-en/now-product/ZD92960AA138575091EDEZ-1')
Product(original_price=188.0, new_price=58.75, offer_percentage=0, item_name='1200 Watt Hair Dryer Brush Ceramic Dryer And Styler 2 In 1 Professional Black/Beige', item_link='https://minutes.noon.com/saudi-en/now-product/Z0AAE36B2D309172A2511Z-1')
Product(original_price=350.0, new_price=80.0, offer_percentage=0, item_name='Cordless Water Dental Flosser, Portable Oral Irrigator For Teeth, Braces, Rechargeable And Ipx7 Waterproof Teeth Cleaner For Home Travel Hf6', item_link='https://minutes.noon.com/saudi-en/now-product/Z188D370B8E1E13CFACA6Z-1')
Product(original_price=203.0, new_price=49.0, offer_percentage=0, item_name='Educational Rummikub Large Numbers Edition Early Learning Toy For Kids', item_link='https://minutes.noon.com/saudi-en/now-product/Z70D27F4FB84F66C4E0A1Z-1')
Product(original_price=249.0, new_price=86.25, offer_percentage=0, item_name='Edition EDT', item_link='https://minutes.noon.com/saudi-en/now-product/Z4B7B032FCAF9689BE488Z-1')
Product(original_price=73.0, new_price=25.6, offer_percentage=0, item_name='6-Piece Up To 24H Matte & Intense Lipstick', item_link='https://minutes.noon.com/saudi-en/now-product/ZE20146E70978004C1E9CZ-1')
Product(original_price=98.0, new_price=49.0, offer_percentage=0, item_name='Saudi Outdoor Flag', item_link='https://minutes.noon.com/saudi-en/now-product/ZEFB5339A7ED4E2CA59F2Z-1')
Product(original_price=101.0, new_price=49.5, offer_percentage=0, item_name='Rouge Velvet The Lipstick 2.4 g', item_link='https://minutes.noon.com/saudi-en/now-product/Z069F0ACFC0EBDF100C4EZ-1')
Product(original_price=56.0, new_price=27.0, offer_percentage=0, item_name='Crystal Hair Serum', item_link='https://minutes.noon.com/saudi-en/now-product/ZABA5D8237B797167AF95Z-1')
Product(original_price=595.0, new_price=254.2, offer_percentage=0, item_name='The Most Wanted EDP Intense', item_link='https://minutes.noon.com/saudi-en/now-product/Z06B572430AE4787415A1Z-1')
Product(original_price=299.0, new_price=135.0, offer_percentage=0, item_name='Solo Unique Brush Hairstyle - Packaging May Vary', item_link='https://minutes.noon.com/saudi-en/now-product/Z7C6F3FE7B499A6E07813Z-1')
Product(original_price=25.75, new_price=15.45, offer_percentage=0, item_name='Segai Dates Pouch', item_link='https://minutes.noon.com/saudi-en/now-product/Z1FAB34C7E423C76349A0Z-1')
Product(original_price=12.0, new_price=7.0, offer_percentage=0, item_name='60 Seconds Super Shine Nail Polish –', item_link='https://minutes.noon.com/saudi-en/now-product/Z99270C4EB45FF41E4BA9Z-1')
Product(original_price=148.45, new_price=89.0, offer_percentage=0, item_name='No. 5 Bond Maintenance Conditioner', item_link='https://minutes.noon.com/saudi-en/now-product/Z468153F47CD16AFF5107Z-1')
Product(original_price=405.0, new_price=178.95, offer_percentage=0, item_name='Pour Homme EDT', item_link='https://minutes.noon.com/saudi-en/now-product/ZF1ABB34055EA0017358CZ-1')
Product(original_price=65.0, new_price=35.0, offer_percentage=0, item_name='Oud Sharqia EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z99BF419F12534D0FE738Z-1')
Product(original_price=60.0, new_price=18.8, offer_percentage=0, item_name='2-Piece Cloth Hanger Set', item_link='https://minutes.noon.com/saudi-en/now-product/Z5EB5941403A42D60F75FZ-1')
Product(original_price=399.0, new_price=159.0, offer_percentage=0, item_name='Breast Pump Electric,Wearable Breast Pump,Low Noise & Hands-Free Breast Pump,Portable Breast Pump with 3 Modes 9 Levels,Memory Function Rechargeable Single Milk Extractor with Massage Mode-24mm', item_link='https://minutes.noon.com/saudi-en/now-product/Z9EAC8D20D6EF4D4B6166Z-1')
Product(original_price=371.0, new_price=180.0, offer_percentage=0, item_name='Automatic Hair Curler', item_link='https://minutes.noon.com/saudi-en/now-product/ZE8C224D57A22EB932592Z-1')
Product(original_price=399.0, new_price=109.95, offer_percentage=0, item_name='Arabic Early Childhood Education Smart Electronic Prayer Mat, Music Mat Toy, Foldable, Contains 7 Languages', item_link='https://minutes.noon.com/saudi-en/now-product/Z5868EA5345EC0980BD6BZ-1')
Product(original_price=561.0, new_price=258.5, offer_percentage=0, item_name='Girl Of Now EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z5064A1B5A382916C1484Z-1')
Product(original_price=72.0, new_price=35.0, offer_percentage=0, item_name='Day 2 Night Ultra-Smooth Mascara', item_link='https://minutes.noon.com/saudi-en/now-product/Z503F35345500C77BD780Z-1')
Product(original_price=100.0, new_price=39.95, offer_percentage=0, item_name='3-Piece Matcha Green Tea Whisk, Matcha Stirrer Bamboo Spoon with Hook Matcha Brush Placeer Set', item_link='https://minutes.noon.com/saudi-en/now-product/Z09E3BBBD202EDAAE9627Z-1')
Product(original_price=225.0, new_price=74.65, offer_percentage=0, item_name='White Tea EDT', item_link='https://minutes.noon.com/saudi-en/now-product/Z8F90F1A0DD8978A80A87Z-1')
Product(original_price=599.0, new_price=250.2, offer_percentage=0, item_name='212 NYC EDT For Men', item_link='https://minutes.noon.com/saudi-en/now-product/ZA2F436BAB2111A5825D1Z-1')
Product(original_price=47.7, new_price=23.85, offer_percentage=0, item_name='Body Mist Dazzling Tulip', item_link='https://minutes.noon.com/saudi-en/now-product/Z38B46AC522C1DAB592C5Z-1')
|Product(original_price=199.0, new_price=74.95, offer_percentage=0, item_name='Automatic Dry Iron || Iron Box with Temperature Settings Dial and Auto Shut Off Function|| Super Deluxe Heavy Weight Iron Box, Suitable for All Kinds of Fabric|| Equipped with Teflon Coating', item_link='https://minutes.noon.com/saudi-en/now-product/Z76F4E5E3961BB0DD6058Z-1')|
Product(original_price=33.0, new_price=14.9, offer_percentage=0, item_name='24-Hour Brush Eye Liner', item_link='https://minutes.noon.com/saudi-en/now-product/Z417CF6FD28042EFE047BZ-1')
Product(original_price=19.45, new_price=9.7, offer_percentage=0, item_name='Body Foaming Lotion Summer Fantasy', item_link='https://minutes.noon.com/saudi-en/now-product/ZAE03F3E7FAE0F4E91BA0Z-1')
Product(original_price=25.0, new_price=13.5, offer_percentage=0, item_name='Alum Stone Deodorant', item_link='https://minutes.noon.com/saudi-en/now-product/Z92987C1515FF242AC6EBZ-1')
Product(original_price=150.0, new_price=83.6, offer_percentage=0, item_name='Apple Cider Vinegar 300mg - 250 Tablets', item_link='https://minutes.noon.com/saudi-en/now-product/ZC2E0EC40042F98CA62B0Z-1')
Product(original_price=119.0, new_price=69.0, offer_percentage=0, item_name='X-Sport AM61 Bluetooth In-Ear Earphones', item_link='https://minutes.noon.com/saudi-en/now-product/ZB1FA85C963FCB6E3BBF8Z-1')
Product(original_price=222.0, new_price=119.5, offer_percentage=0, item_name='Ajmal 1001 Nights Alf Laila O Laila EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZF36C85AFA63523339C54Z-1')
Product(original_price=14.95, new_price=8.95, offer_percentage=0, item_name='Healthy Glass Cleaner', item_link='https://minutes.noon.com/saudi-en/now-product/Z6F35D1E75692C38E151AZ-1')
Product(original_price=150.0, new_price=30.0, offer_percentage=0, item_name='Lightweight Sleeves', item_link='https://minutes.noon.com/saudi-en/now-product/Z46C64CE04D75573325ABZ-2')
Product(original_price=935.0, new_price=449.95, offer_percentage=0, item_name='Noir Extreme EDP For Men', item_link='https://minutes.noon.com/saudi-en/now-product/ZFE1DA32D757BCC759B47Z-1')
Product(original_price=50.5, new_price=28.05, offer_percentage=0, item_name='Fabric Conditioner Concentrate Rose Garden Variant', item_link='https://minutes.noon.com/saudi-en/now-product/Z378B32E266E51004AF20Z-1')
Product(original_price=129.0, new_price=65.0, offer_percentage=0, item_name='Yuja Niacin 30 Days Brightening Starter Kit', item_link='https://minutes.noon.com/saudi-en/now-product/Z791038F5BE670FC13BBEZ-1')
Product(original_price=76.65, new_price=37.8, offer_percentage=0, item_name='Lash Sensational Sky High Mascara Water Proof', item_link='https://minutes.noon.com/saudi-en/now-product/ZC3C193AD26D25E635619Z-1')
Product(original_price=326.0, new_price=135.0, offer_percentage=0, item_name='Coach EDT', item_link='https://minutes.noon.com/saudi-en/now-product/Z9F01887BACA08374C7B5Z-1')
Product(original_price=485.0, new_price=233.4, offer_percentage=0, item_name='212 Vip EDT For Men', item_link='https://minutes.noon.com/saudi-en/now-product/Z15706F82BCC6376B32ABZ-1')
Product(original_price=86.0, new_price=48.0, offer_percentage=0, item_name='Miracle Acne Foam Face Wash', item_link='https://minutes.noon.com/saudi-en/now-product/Z433FE5604B1F7C4D044DZ-1')
Product(original_price=50.05, new_price=25.0, offer_percentage=0, item_name='Skinactive Fast Clear Gel Wash For Acne Prone Skin With Salicylic Acid, 200ml', item_link='https://minutes.noon.com/saudi-en/now-product/ZE69B979166C4E5F165E2Z-1')
Product(original_price=399.0, new_price=75.0, offer_percentage=0, item_name='Wired RGB Backlit Waterproof Gaming Keyboard', item_link='https://minutes.noon.com/saudi-en/now-product/Z079AEE777719ED5E48BCZ-1')
Product(original_price=65.0, new_price=34.9, offer_percentage=0, item_name='Desk Lamp USB Table Lamp Bedside Wooden Lamp Modern Nightstand Light Night Lamp with Round Fabric Lampshade for Home Bedroom Living Room Office', item_link='https://minutes.noon.com/saudi-en/now-product/ZA3CD0B96893D2155F49EZ-1')
Product(original_price=17.25, new_price=8.5, offer_percentage=0, item_name='Earl Grey', item_link='https://minutes.noon.com/saudi-en/now-product/Z1B62D587DB866E2F9D0BZ-1')
Product(original_price=200.0, new_price=51.0, offer_percentage=0, item_name='22mm Zikr Ring Smart Ring with Vibration Reminder Tasbih Counter and Bluetooth Connection for Exclusive IQIBLA App and 5 Daily Prayer Reminders', item_link='https://minutes.noon.com/saudi-en/now-product/Z6F4CA6EE774A4E200558Z-1')
Product(original_price=288.0, new_price=66.9, offer_percentage=0, item_name='Hair Dryer Brush Ceramic Dryer,Styler and Straightener 1200W Pink/Rose Gold', item_link='https://minutes.noon.com/saudi-en/now-product/ZECBCF3C6169703168742Z-1')
Product(original_price=27.1, new_price=16.25, offer_percentage=0, item_name='NIVEA Black And White Invisible Antiperspirant Deodorant Spray For Women, Clear, 72H Active Protection, 5IN1, Anti-Odour, Sweat, Stains, Residues And Irritation', item_link='https://minutes.noon.com/saudi-en/now-product/Z836EA4F5EE395541AE6BZ-1')
Product(original_price=129.0, new_price=49.0, offer_percentage=0, item_name='Brave Plus 10 – Compact & High-Capacity Portable Charger for Simultaneous Device Charging, Compatible with Smartphones, Tablets, Gaming Devices, MP3/MP4 Players, Bluetooth Devices, and More – Convenient, Travel-Friendly Design for Instant Power Anytime, Anywhere -', item_link='https://minutes.noon.com/saudi-en/now-product/ZEBE37BEF23AA45854F25Z-1')
Product(original_price=134.0, new_price=63.0, offer_percentage=0, item_name='Highly Accurate Digital Age Precision Thermometer With Fever Alarm Color Coded LCD', item_link='https://minutes.noon.com/saudi-en/now-product/Z1EEACB73723D2F6B57D9Z-1')
Product(original_price=6.1, new_price=3.25, offer_percentage=0, item_name='Jalapeno Hot Sauce', item_link='https://minutes.noon.com/saudi-en/now-product/ZA5C69403500F8432D999Z-1')
Product(original_price=119.95, new_price=71.95, offer_percentage=0, item_name='Ajwa Dates Sleeve Box', item_link='https://minutes.noon.com/saudi-en/now-product/Z14733AF1D3FE48276384Z-1')
Product(original_price=459.0, new_price=262.0, offer_percentage=0, item_name='Stronger With You EDT', item_link='https://minutes.noon.com/saudi-en/now-product/ZD8A01418F0152E6E0FF4Z-1')
Product(original_price=55.0, new_price=26.95, offer_percentage=0, item_name='LED Bulb With IR Remote Control', item_link='https://minutes.noon.com/saudi-en/now-product/Z45548C4DBCEDC7DB7D2BZ-1')
Product(original_price=99.0, new_price=39.0, offer_percentage=0, item_name='QT81 True Wireless Bluetooth Earbuds', item_link='https://minutes.noon.com/saudi-en/now-product/ZE2B00C5AE39E3F4800EFZ-1')
Product(original_price=75.0, new_price=19.95, offer_percentage=0, item_name='Coffee Lower Shower Screen Puck 51mm', item_link='https://minutes.noon.com/saudi-en/now-product/ZB7BC44FC0577B57FB1CBZ-1')
Product(original_price=26.65, new_price=13.35, offer_percentage=0, item_name='Shower Gel Bff', item_link='https://minutes.noon.com/saudi-en/now-product/Z6439687B2E603AF76CADZ-1')
Product(original_price=132.25, new_price=73.0, offer_percentage=0, item_name='Face Moisturizer Creme', item_link='https://minutes.noon.com/saudi-en/now-product/Z7DBB00C5786D9711A9FFZ-1')
Product(original_price=215.0, new_price=129.0, offer_percentage=0, item_name='Silk-Epil 3 3170 Epilator', item_link='https://minutes.noon.com/saudi-en/now-product/ZF8B27E867C5873E46953Z-1')
Product(original_price=119.5, new_price=45.0, offer_percentage=0, item_name='Infaillible 32H Fresh Wear Foundation', item_link='https://minutes.noon.com/saudi-en/now-product/ZD779526350ECB46F3DE5Z-1')
Product(original_price=1.0, new_price=1.0, offer_percentage=0.0, item_name='Cucumber - KSA', item_link='https://minutes.noon.com/saudi-en/now-product/Z3BB4D14BE1C7491EF6BCZ-1')
Product(original_price=10.0, new_price=10.0, offer_percentage=0.0, item_name='The Big Daddy - Pistachio Kunafa Dubai Viral Chocolate', item_link='https://minutes.noon.com/saudi-en/now-product/Z328E6ED20BE9776061FEZ-1')
Product(original_price=5.25, new_price=5.25, offer_percentage=0.0, item_name='Raspberry Ripple Tub Ice Cream', item_link='https://minutes.noon.com/saudi-en/now-product/Z785CB4F0B27BDF8AB2ADZ-1')
Product(original_price=15.0, new_price=15.0, offer_percentage=0.0, item_name='Minis', item_link='https://minutes.noon.com/saudi-en/now-product/Z225477712BA0B641BF71Z-1')
Product(original_price=4.25, new_price=4.25, offer_percentage=0.0, item_name='One Love (Big Heart Shaped Ice Cream)', item_link='https://minutes.noon.com/saudi-en/now-product/Z71898D07B71BAD5F99C9Z-1')
Product(original_price=2.95, new_price=2.95, offer_percentage=0.0, item_name='Love for All (Three Heart Shaped Ice Cream)', item_link='https://minutes.noon.com/saudi-en/now-product/Z1E31C89BAE5CEF4F446FZ-1')
Product(original_price=16.2, new_price=16.2, offer_percentage=0.0, item_name='Single Red Rose Mini Bouquet', item_link='https://minutes.noon.com/saudi-en/now-product/ZD0D28F07B7B3787F8F7DZ-1')
Product(original_price=23.75, new_price=23.75, offer_percentage=0.0, item_name='2 Peach Roses Small Bouquet', item_link='https://minutes.noon.com/saudi-en/now-product/Z6384A325671AE546A4DDZ-1')
Product(original_price=12.95, new_price=12.95, offer_percentage=0.0, item_name='Single White Rose', item_link='https://minutes.noon.com/saudi-en/now-product/Z1B0A680C5C9D74A128D0Z-1')
Product(original_price=86.7, new_price=86.7, offer_percentage=0.0, item_name='6 White Rose Bouquet', item_link='https://minutes.noon.com/saudi-en/now-product/ZD2EF97A6AC5FBBC77CF7Z-1')
Product(original_price=17.95, new_price=17.95, offer_percentage=0.0, item_name='Lovely Rose', item_link='https://minutes.noon.com/saudi-en/now-product/Z64EB5F49DC3C989ABF0CZ-1')
Product(original_price=13.0, new_price=13.0, offer_percentage=0.0, item_name='Single Yellow Rose', item_link='https://minutes.noon.com/saudi-en/now-product/Z7633719C618623D0520CZ-1')
